word,word_sen,word_sen_trans,trans,example
refresh,A shower will refresh you.,洗个淋浴你就凉快了。,"v.更新；使……恢复；使……清新；消除……的疲劳
","1. A shower will refresh you.
洗个淋浴你就凉快了。
"
pledge,The meeting ended with a pledge to step up cooperation between the six states of the region.,会议以加快该地区6个州之间合作的承诺结束。,"n.保证，誓言；抵押；抵押品，典当物
v.保证，许诺；用……抵押；举杯祝……健康
","1. The meeting ended with a pledge to step up cooperation between the six states of the region.
会议以加快该地区6个州之间合作的承诺结束。
"
probability,"You must decide whether, on the balance of probabilities , he committed the crime.",你们一定要权衡正反两方面的可能性，然后再裁定他是否犯罪。,"n.可能性；机率；[数] 或然率
","1. You must decide whether, on the balance of probabilities , he committed the crime.
你们一定要权衡正反两方面的可能性，然后再裁定他是否犯罪。
"
primitive,a primitive society,原始社会,"adj.原始的，远古的；简单的，粗糙的
n.原始人
","1. a primitive society
原始社会
2. a primitive nomadic tribe
原始的游牧部落
3. the tools used by primitive man
原始人所用的工具
4. primitive art
原始艺术
"
hole,I began digging a hole for the plant.,我开始挖洞种那棵植物。,"n.洞，孔；洞穴，穴；突破口
v.凿洞，穿孔；（高尔夫球等）进洞
","1. I began digging a hole for the plant.
我开始挖洞种那棵植物。
"
peaceful,We had a peaceful afternoon without the children.,孩子们不在，我们度过了一个宁静的下午。,"adj.和平的，爱好和平的；平静的
","1. We had a peaceful afternoon without the children.
孩子们不在，我们度过了一个宁静的下午。
2. It’s very peaceful out here in the woods.
这树林里真安静。
"
dozen,a dozen eggs,一打鸡蛋,"n.十二个，一打
adj.一打的
","1. a dozen eggs
一打鸡蛋
2. Chris, Helen, and half a dozen others went on holiday together.
克里斯、海伦和其他六个人一起去度假了。
3. (= about 12 ) cars were parked near the entrance.
入口附近停了大约十二辆汽车。
"
robot,cars built by robots,机器人制造的汽车,"n.机器人；遥控设备，自动机械；机械般工作的人
","1. cars built by robots
机器人制造的汽车
"
frequent,Trains rushed past at frequent intervals .,火车频频驶过。,"adj.频繁的；时常发生的；惯常的
v.常到，常去；时常出入于
","1. Trains rushed past at frequent intervals .
火车频频驶过。
2. She was a frequent visitor to the house.
她是家里的常客。
"
extraordinary,a woman of extraordinary beauty,容貌出众的女子,"adj.非凡的；特别的；离奇的；临时的；特派的
","1. a woman of extraordinary beauty
容貌出众的女子
2. an extraordinary talent
非凡的才华
"
conversely,"American consumers prefer white eggs; conversely, British buyers like brown eggs.",美国的消费者喜欢白色的鸡蛋，而英国的消费者却相反，他们喜欢棕色的鸡蛋。,"adv.相反地
","1. American consumers prefer white eggs; conversely, British buyers like brown eggs.
美国的消费者喜欢白色的鸡蛋，而英国的消费者却相反，他们喜欢棕色的鸡蛋。
"
census,"He and Mary journeyed to Bethlehem to be counted in the Roman census, and while they were there the child was born.",他和玛利亚一起去到伯利恒，罗马的人口普查把他们统计在内。 他们在那里时，孩子降生了。,"v.实施统计调查
n.人口普查，人口调查
","1. He and Mary journeyed to Bethlehem to be counted in the Roman census, and while they were there the child was born.
他和玛利亚一起去到伯利恒，罗马的人口普查把他们统计在内。 他们在那里时，孩子降生了。
"
assist,He asked us to assist him in carrying through their plan.,他要我们帮助他实施他们的计划。,"n.帮助；助攻
v.参加；出席
","1. He asked us to assist him in carrying through their plan.
他要我们帮助他实施他们的计划。
"
tire,"As we neared the summit, we were tiring fast.",接近山顶时，我们感到越来越累了。,"v.疲劳；厌倦
n.轮胎；头饰
","1. As we neared the summit, we were tiring fast.
接近山顶时，我们感到越来越累了。
"
winter,Soon it will be winter.,很快要到冬天了。,"n.冬季；年岁；萧条期
v.过冬
adj.冬天的；越冬的
","1. Soon it will be winter.
很快要到冬天了。
"
depict,a book depicting life in pre-revolutionary Russia,描写革命前俄国人生活的一本书,"v.描述；描画
","1. a book depicting life in pre-revolutionary Russia
描写革命前俄国人生活的一本书
"
dentist,Visit your dentist twice a year for a checkup.,每年看两次牙医做检查。,"n.牙科医生
","1. Visit your dentist twice a year for a checkup.
每年看两次牙医做检查。
"
copy,"Could you copy this letter and send it out, please?",你能把这封信复印一份发出去吗？,"v.复制；复印；抄袭
n.副本；一册；摹仿
","1. Could you copy this letter and send it out, please?
你能把这封信复印一份发出去吗？
2. To copy a file, press F3.
拷贝文件按F3键。
"
cook,Where did you learn to cook?,你在哪里学烹调的？,"v.烹调，煮
n.厨师，厨子
","1. Where did you learn to cook?
你在哪里学烹调的？
2. Cook the sauce over a low heat for ten minutes.
把这调味汁用低火烧十分钟。
3. slices of cooked ham
熟的火腿片
4. a cooked breakfast
做好的早餐
"
hamper,"She tried to run, but was hampered by her heavy suitcase.",她想跑，但沉重的旅行箱拖累了她。,"v.妨碍；束缚；使困累
n.食盒，食篮；阻碍物
","1. She tried to run, but was hampered by her heavy suitcase.
她想跑，但沉重的旅行箱拖累了她。
2. An attempt to rescue the men has been hampered by bad weather.
对那几名男子的营救行动受到恶劣天气的阻碍。
"
packet,Paul tore open the packet as soon as it arrived.,保罗一收到包裹就拆开了。,"n.数据包，信息包；小包，小捆
vt.包装，打包
","1. Paul tore open the packet as soon as it arrived.
保罗一收到包裹就拆开了。
"
startle,"Sorry, I didn’t mean to startle you.",抱歉，我不是故意吓你一跳的。,"v.使吓一跳；使惊奇
n.惊愕；惊恐
","1. Sorry, I didn’t mean to startle you.
抱歉，我不是故意吓你一跳的。
"
goodness,"My goodness, you have spent a lot!",啊呀，你花了这么多钱！,"int.天哪
n.善良，优秀 ；精华，养分
","1. My goodness, you have spent a lot!
啊呀，你花了这么多钱！
"
lifetime,It’s the sort of opportunity you see only once in a lifetime.,这种机会你一辈子也只能碰到一次。,"n.一生；寿命；终生；使用期
adj.一生的；终身的
","1. It’s the sort of opportunity you see only once in a lifetime.
这种机会你一辈子也只能碰到一次。
"
defend,She was always defending her husband in front of their daughter.,她在女儿面前总是为丈夫辩解。,"v.辩护；防护
","1. She was always defending her husband in front of their daughter.
她在女儿面前总是为丈夫辩解。
2. Students should be ready to explain and defend their views.
学生应该勇于为自己的观点进行解释和辩护。
"
period,Tomorrow’s weather will be dry with sunny periods.,明天天气干燥，间或晴朗。,"n.周期，期间；时期；月经；课时；（语法学）句点，句号
adj.某一时代的
","1. Tomorrow’s weather will be dry with sunny periods.
明天天气干燥，间或晴朗。
2. The drug was tested over a five-week period.
那种药品进行了为期五周的试验。
3. They adopted the system for a trial period (= time in which something is tested to see if it works well ) .
那套系统他们试用了一段时间。
"
summarize,The authors summarize their views in the introduction.,作者在序言里概述了他们的观点。,"v.总结；概述
","1. The authors summarize their views in the introduction.
作者在序言里概述了他们的观点。
"
core,"Remove the cores, and bake the apples for 40 minutes.",去除果心，然后把苹果烤40分钟。,"n.核心；要点；果心；[计] 磁心
v.挖的核
","1. Remove the cores, and bake the apples for 40 minutes.
去除果心，然后把苹果烤40分钟。
2. ...machines for peeling and coring apples.
…苹果削皮去核机。
"
assign,The selling broker is then required to assign a portion of the commission to the buyer broker.,卖方经纪人则被要求分给买方经纪人一部分佣金。,"v.分配；指派；[计][数] 赋值
","1. The selling broker is then required to assign a portion of the commission to the buyer broker.
卖方经纪人则被要求分给买方经纪人一部分佣金。
"
loyalty,the agony of divided loyalties (= loyalty to two different or opposing people ) for the children in a divorce,父母离婚过程中孩子两面都要依顺的痛苦,"n.忠诚；忠心；忠实；忠于…感情
","1. the agony of divided loyalties (= loyalty to two different or opposing people ) for the children in a divorce
父母离婚过程中孩子两面都要依顺的痛苦
"
nightmare,a recurring nightmare ,一再出现的噩梦,"n.恶梦；梦魇般的经历
adj.可怕的；噩梦似的
","1. a recurring nightmare 
一再出现的噩梦
"
dislike,Why do you dislike her so much?,你为什么那么讨厌她？,"v.不喜欢，厌恶
n.嫌恶，反感，不喜爱
","1. Why do you dislike her so much?
你为什么那么讨厌她？
2. My dislike of thunder and even small earthquakes was due to Mother.
我对雷声甚至于轻微地震的厌恶都归因于我的母亲。
"
nurture,plants nurtured in the greenhouse,在温室里培育的植物,"v.养育；鼓励；培植
n.养育；教养；营养物
","1. plants nurtured in the greenhouse
在温室里培育的植物
"
transplant,The operation to transplant a kidney is now fairly routine.,移植肾脏的手术如今相当常见。,"v.移植；迁移；使移居
n.移植；移植器官；被移植物；移居者
","1. The operation to transplant a kidney is now fairly routine.
移植肾脏的手术如今相当常见。
"
phone,Much of his work is done by phone .,他的工作大部分是通过电话进行的。,"n.电话；耳机，听筒
v.打电话
","1. Much of his work is done by phone .
他的工作大部分是通过电话进行的。
2. Who was that on the phone ?
谁来的电话？
3. I wish Amy would get off the phone .
我真希望埃米别再打电话了。
"
saturday,He called her on Saturday morning at the studio.,他星期六早上在工作室给她打电话。,"n.星期六
","1. He called her on Saturday morning at the studio.
他星期六早上在工作室给她打电话。
2. Every Saturday dad made a beautiful pea and ham soup.
每个星期六爸爸都做一道鲜美的豌豆火腿汤。
"
genius,The film reveals Fellini’s genius.,这部影片展现了费里尼的天赋。,"n.天才，天赋；精神
","1. The film reveals Fellini’s genius.
这部影片展现了费里尼的天赋。
2. a work of pure genius
天才之作
"
suite,a honeymoon suite,蜜月套房,"n.（一套）家具；套房；组曲；（一批）随员，随从
","1. a honeymoon suite
蜜月套房
2. a suite of rooms for palace guests
王室贵宾套房
"
protest,‘I don’t see why I should take the blame for this!’ she protested.,“我不明白为什么我要对此承担责任！”她抗议道。,"v.抗议；断言
n.抗议
adj.表示抗议的；抗议性的
","1. ‘I don’t see why I should take the blame for this!’ she protested.
“我不明白为什么我要对此承担责任！”她抗议道。
"
convert,a 19th-century converted barn,由19世纪谷仓改建的房子,"v.使转变；转换…；使…改变信仰
n.皈依者；改变宗教信仰者
","1. a 19th-century converted barn
由19世纪谷仓改建的房子
"
afterward,"Shortly afterward, police arrested four suspects.",之后不久，警方逮捕了４名嫌疑犯。,"adv.以后，后来
","1. Shortly afterward, police arrested four suspects.
之后不久，警方逮捕了４名嫌疑犯。
"
principal,His principal reason for making the journey was to visit his family.,他那次旅程的首要目的是探访家人。,"adj.主要的；资本的
n.首长；校长；资本；当事人
","1. His principal reason for making the journey was to visit his family.
他那次旅程的首要目的是探访家人。
2. Teaching is her principal source of income.
教书是她主要的收入来源。
3. the principal character in the book
书里的主人公
"
universe,Einstein's equations showed the universe to be expanding.,爱因斯坦的方程式表明宇宙正在扩大。,"n.宇宙；世界；领域
","1. Einstein's equations showed the universe to be expanding.
爱因斯坦的方程式表明宇宙正在扩大。
"
withstand,The Chancellor has withstood the criticism and held firm.,总理顶住批评，坚持立场。,"v.抵挡；禁得起；反抗
","1. The Chancellor has withstood the criticism and held firm.
总理顶住批评，坚持立场。
"
studio,Depardieu is making a film with one of the big Hollywood studios.,德帕迪约正在为好莱坞的一家大制片公司拍摄一部电影。,"n.工作室；[广播][电视] 演播室；画室；电影制片厂
","1. Depardieu is making a film with one of the big Hollywood studios.
德帕迪约正在为好莱坞的一家大制片公司拍摄一部电影。
"
comfortable,I was so comfortable and warm in bed I didn’t want to get up.,床上又舒服又暖和，我都不想起来。,"adj.舒适的，舒服的
n.盖被
","1. I was so comfortable and warm in bed I didn’t want to get up.
床上又舒服又暖和，我都不想起来。
"
superb,The food was superb.,食物好吃极了。,"adj.极好的；华丽的；宏伟的
n.(Superb)人名；(罗)苏佩尔布
","1. The food was superb.
食物好吃极了。
2. superb weather
极好的天气
"
bonus,Long-term savers qualify for a cash bonus.,长期储户可获现金红利。,"n.奖金；红利；额外津贴
","1. Long-term savers qualify for a cash bonus.
长期储户可获现金红利。
2. Further additions to your pay may take the form of bonus payments.
工资以外的钱可能以奖金的形式发放。
3. a Christmas bonus
圣诞节奖金
4. Each worker receives an annual bonus.
每个员工都可获得一笔年度奖金。
5. a £20,000 bonus
一笔2万英镑的奖金
"
adapt,The ability to adapt is a definite asset in this job.,适应能力是做这份工作的绝对有利条件。,"v.使适应；改编
","1. The ability to adapt is a definite asset in this job.
适应能力是做这份工作的绝对有利条件。
"
stimulate,Her interest in art was stimulated by her father.,她对艺术的兴趣是她父亲激发的。,"v.刺激；鼓舞，激励
","1. Her interest in art was stimulated by her father.
她对艺术的兴趣是她父亲激发的。
"
meeting,We’re having a meeting next week to discuss the matter.,我们下周将开会讨论此事。,"n.会议；会见；集会；汇合点
v.会面；会合（meet的ing形式）
","1. We’re having a meeting next week to discuss the matter.
我们下周将开会讨论此事。
"
sympathetic,a sympathetic friend,一个有同情心的朋友,"adj.同情的；交感神经的；共鸣的；赞同的；和谐的；合意的
n.交感神经；容易感受的人
","1. a sympathetic friend
一个有同情心的朋友
2. a sympathetic attitude
一种同情的态度
3. We hope always to provide a friendly sympathetic ear (= someone willing to listen to someone else’s problems ) .
我们希望总能做到友善地倾听。
"
attorney,...a prosecuting attorney.,…一位公诉律师。,"n.律师；代理人；检查官
","1. ...a prosecuting attorney.
…一位公诉律师。
"
withdraw,calls for Britain to withdraw from the European Union,要求英国退出欧盟的呼声,"v.撤退；收回；撤消；拉开
","1. calls for Britain to withdraw from the European Union
要求英国退出欧盟的呼声
"
investigate,The state police are investigating the incident.,州警察正调查此事。,"v.调查；研究
","1. The state police are investigating the incident.
州警察正调查此事。
2. The study investigates the impact of violent TV programming on children.
该研究调查暴力电视节目对儿童的影响。
3. I heard a noise and went downstairs to investigate.
我听见响声，就下楼去看个究竟。
"
floor,a polished wooden floor,上过蜡的木地板,"n.地板，地面；楼层；基底；议员席
v.铺地板；打倒，击倒；（被困难）难倒
","1. a polished wooden floor
上过蜡的木地板
2. a puddle of water on the kitchen floor
厨房地面上的一摊水
3. a warehouse that has 410,000 square feet of floor space
楼面面积为41万平方英尺的仓库
"
witness,Police have appealed for witnesses to come forward.,警方呼吁目击者站出来。,"n.证人；目击者；证据
v.目击；证明；为…作证
","1. Police have appealed for witnesses to come forward.
警方呼吁目击者站出来。
2. an eye witness (= someone who sees an event ) to the robbery
抢劫案的一名目击者
"
infrastructure,Some countries lack a suitable economic infrastructure.,一些国家缺乏适当的经济基础设施。,"n.基础设施；公共建设；下部构造
","1. Some countries lack a suitable economic infrastructure.
一些国家缺乏适当的经济基础设施。
2. a $65 billion investment package in education, health care and infrastructure
用于教育、医疗和基础设施的650亿美元一揽子投资计划
"
centre,"The title isn’t quite centred on the page, is it?",标题并不在这页的正中间，是吗？,"v.以…为中心
n.中心
adj.中央的
","1. The title isn’t quite centred on the page, is it?
标题并不在这页的正中间，是吗？
"
dark,The church was dark and quiet.,教堂里黑魆魆的，寂静无声。,"adj.黑暗的，深色的；模糊的；无知的；忧郁的
n.黑暗；夜；黄昏；模糊
","1. The church was dark and quiet.
教堂里黑魆魆的，寂静无声。
2. the dark winter days
阴暗的冬日
3. Suddenly, the room went dark (= became dark ) .
房间突然变暗了。
4. (= night begins ) about ten o’clock.
大约十点钟开始天黑。
5. It was still dark (= was night ) when we boarded the train.
我们上火车时天还是黑的。
6. It was pitch dark (= completely dark ) in the attic.
阁楼上漆黑一片。
"
collapse,Uncle Ted’s chair collapsed under his weight.,椅子承受不了特德叔叔的重量，塌架了。,"v.倒塌；瓦解；暴跌
n.倒塌；失败；衰竭
","1. Uncle Ted’s chair collapsed under his weight.
椅子承受不了特德叔叔的重量，塌架了。
2. The roof had collapsed long ago.
屋顶早就塌了。
"
logic,There isa certain logicin their choice of architect.,他们对建筑师的选择是有一定道理的。,"n.逻辑；逻辑学；逻辑性
adj.逻辑的
","1. There isa certain logicin their choice of architect.
他们对建筑师的选择是有一定道理的。
"
ton,I’ve got tons of work to do.,我有很多工作要做。,"n.吨；很多，大量
","1. I’ve got tons of work to do.
我有很多工作要做。
"
instruction,Press ‘Enter’ and follow the on-screen instructions.,按回车键，然后按照电脑屏幕上的指示来操作。,"n.指令，命令；指示；教导；用法说明
","1. Press ‘Enter’ and follow the on-screen instructions.
按回车键，然后按照电脑屏幕上的指示来操作。
"
rescue,Survivors of the crash were rescued by helicopter.,空难的生还者被直升机救了出来。,"v.营救；援救
n.营救；援救；解救
","1. Survivors of the crash were rescued by helicopter.
空难的生还者被直升机救了出来。
"
insect,an insect bite,昆虫的叮咬,"n.昆虫；卑鄙的人
","1. an insect bite
昆虫的叮咬
2. flying insects
飞虫
3. Don’t forget to bring insect repellant (= a chemical to keep insects away ).
不要忘记带上驱虫剂。
"
awkward,I hoped he would stop asking awkward questions .,我希望他不要再问令人难堪的问题。,"adj.尴尬的；笨拙的；棘手的；不合适的
","1. I hoped he would stop asking awkward questions .
我希望他不要再问令人难堪的问题。
2. There was an awkward moment when she didn’t know whether to shake his hand or kiss his cheek.
她不知道是该跟他握手还是亲他的脸颊，一时很尴尬。
3. an awkward silence
令人尴尬的沉默
4. A laugh can help people over an awkward situation.
笑可以助人化解尴尬。
5. Philip’s remarks put her in an awkward position (=  made it difficult for her to know what to do  ) .
菲利普的话使她很窘迫。
"
brochure,a holiday brochure,度假手册,"n.手册，小册子
","1. a holiday brochure
度假手册
"
damn,...a sensational book in which she damns the ultraright party.,…她谴责极右党派的一本耸人听闻的书。,"v.谴责；罚…下地狱
n.一点；诅咒
adj.可恶的
adv.非常
int.讨厌
","1. ...a sensational book in which she damns the ultraright party.
…她谴责极右党派的一本耸人听闻的书。
"
concrete,a concrete floor,混凝土地面,"adj.混凝土的；实在的，具体的；有形的
v.凝结
n.具体物；凝结物
","1. a concrete floor
混凝土地面
"
booth,I called her from a public phone booth near the entrance to the bar.,我在酒吧入口附近的一个公用电话亭给她打了电话。,"n.货摊；公用电话亭
","1. I called her from a public phone booth near the entrance to the bar.
我在酒吧入口附近的一个公用电话亭给她打了电话。
"
exit,We made for the nearest exit.,我们走向最近的出口。,"n.出口，通道；退场
v.退出；离去
","1. We made for the nearest exit.
我们走向最近的出口。
2. an exit door
出口门
3. Two men were blocking her exit.
两个男人挡住了她出去的路。
"
tired,He looks tired out (= very tired ) .,他看起来累坏了。,"adj.疲倦的；厌倦的，厌烦的
v.疲倦；对…腻烦（tire的过去分词形式）
","1. He looks tired out (= very tired ) .
他看起来累坏了。
2. ‘No,’ Frank said in a tired voice.
“不。”弗兰克语带疲倦地说。
"
impair,The illness had impaired his ability to think and concentrate.,这种疾病损害了他的思维能力和注意力。,"v.损害；削弱；减少
","1. The illness had impaired his ability to think and concentrate.
这种疾病损害了他的思维能力和注意力。
"
dwelling,"Some 3,500 new dwellings are planned for the area.",大约三千五百套新住宅计划在这个地区新建。,"n.住处；寓所
v.居住（dwell的现在分词）
","1. Some 3,500 new dwellings are planned for the area.
大约三千五百套新住宅计划在这个地区新建。
"
presumably,"It’s raining, which presumably means that your football match will be cancelled.",下雨了，这可能意味着你们的足球比赛要取消。,"adv.大概；推测起来；可假定
","1. It’s raining, which presumably means that your football match will be cancelled.
下雨了，这可能意味着你们的足球比赛要取消。
"
christmas,The day after Christmas is generally a busy one for retailers.,圣诞节次日对零售商们来说通常都是繁忙的一天。,"n.圣诞节；圣诞节期间
","1. The day after Christmas is generally a busy one for retailers.
圣诞节次日对零售商们来说通常都是繁忙的一天。
"
slip,Wright slipped but managed to keep hold of the ball.,赖特滑了一下，但球还抓在手里。,"v.滑动；滑倒；犯错；失足；减退
n.滑，滑倒；片，纸片；错误；下跌；事故
adj.滑动的；有活结的；活络的
abbr.串行线路接口协议，是旧式的协议（Serial Line Interface Protocol）
","1. Wright slipped but managed to keep hold of the ball.
赖特滑了一下，但球还抓在手里。
"
awake,It was midday when she awoke.,她醒来时已是中午。,"v.觉醒，意识到；醒来；被唤起
adj.醒着的
","1. It was midday when she awoke.
她醒来时已是中午。
2. We awoke to a day of brilliant sunshine.
我们醒来时阳光明媚。
"
mutual,"I didn’t like Dev, and the feeling seemed to be mutual.",我不喜欢德夫，他好像也不喜欢我。,"adj.共同的；相互的，彼此的
","1. I didn’t like Dev, and the feeling seemed to be mutual.
我不喜欢德夫，他好像也不喜欢我。
2. The two men were a mutual admiration society , gushing about how much they were learning from each other.
两个男人互相吹捧，盛赞对方让自己受益匪浅。
"
dim,in the dim light of the early dawn,在微弱的晨曦里,"adj.暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的
v.使暗淡，使失去光泽；使变模糊
n.笨蛋，傻子
","1. in the dim light of the early dawn
在微弱的晨曦里
2. a dim glow
昏暗的微光
"
crowd,A vast crowd gathered in the main square.,主广场上聚集了一大群人。,"n.群众,一伙;一堆,许多,大众
v.拥挤,挤满,挤进
","1. A vast crowd gathered in the main square.
主广场上聚集了一大群人。
2. She mingled with the crowd of guests, exchanging greetings.
她穿梭在宾客中间和他们打招呼。
3. Saturday’s game was watched by a capacity crowd (= the maximum number of people that a sports ground etc can hold ) .
星期六的比赛座无虚席。
4. Troops fired tear gas and shots to disperse a crowd of 15,000 demonstrators.
军队发射催泪弹并开枪来驱散15,000名示威群众。
"
ending,Verbal nouns have the ending -ing.,动名词以-ing结尾。,"n.结局；结尾
","1. Verbal nouns have the ending -ing.
动名词以-ing结尾。
"
augment,Any surplus was sold to augment their income.,所有多余的东西被售卖一空来增加他们的收入。,"v.增加；增大
n.增加；增大
","1. Any surplus was sold to augment their income.
所有多余的东西被售卖一空来增加他们的收入。
"
deputy,His brother was acting as his deputy in America.,他的兄弟充当他在美洲的代理人。,"n.代理人，代表
adj.副的；代理的
","1. His brother was acting as his deputy in America.
他的兄弟充当他在美洲的代理人。
"
timber,a bench made of timber,木制长椅,"n.木材；木料
","1. a bench made of timber
木制长椅
"
tone,Her tone was sharp with anger.,她很气愤，语气尖刻。,"n.语气；色调；音调；音色
v.增强；用某种调子说
","1. Her tone was sharp with anger.
她很气愤，语气尖刻。
2. It was obvious from her tone of voice that she didn’t like me.
从她的语气明显听得出来她不喜欢我。
"
illegal,illegal drugs,违禁药品,"adj.[法] 非法的；违法的；违反规则的
n.非法移民，非法劳工
","1. illegal drugs
违禁药品
2. They were involved in illegal activities.
他们参与了非法活动。
"
red,I like the way the artist uses red in this painting.,我喜欢画家在这幅作品中对红色的运用。,"n.红色，红颜料；赤字
adj.红色的；红肿的，充血的
","1. I like the way the artist uses red in this painting.
我喜欢画家在这幅作品中对红色的运用。
2. the reds and yellows of the trees
红黄斑斓，层林尽染
3. The corrections were marked in red (= in red ink ) .
修改处用红笔标出。
"
fancy,"Oh, that was just a fancy of his.",啊，那只是他的异想天开。,"n.幻想；想象力；爱好
adj.想象的；奇特的；昂贵的；精选的
v.想象；喜爱；设想；自负
","1. Oh, that was just a fancy of his.
啊，那只是他的异想天开。
"
exception,"It’s been cold, but today’s an exception.",天气一直寒冷，但今天是个例外。,"n.例外；异议
","1. It’s been cold, but today’s an exception.
天气一直寒冷，但今天是个例外。
2. The law applies to all EU countries; Britain is no exception.
这项法律适用于所有欧盟国家，英国也不例外。
3. We don’t usually accept checks, but for you we’ll make an exception (= not include you in this rule ).
我们一般不接受支票，但对你我们就破个例。
4. The spelling of this word is an interesting exception to the rule.
这个单词的拼法是该规则一个有趣的例外。
5. Successful two-career couples are still the exception, not the rule (= used to emphasize that something is unusual ).
夫妇俩都事业有成的仍不常见。
"
invalid,"Without the right date stamped on it, your ticket will be invalid.",票上若没有加盖正确日期就是废票。,"adj.无效的；有病的；残废的
n.病人；残废者
v.使伤残；使退役
","1. Without the right date stamped on it, your ticket will be invalid.
票上若没有加盖正确日期就是废票。
"
motion,Newton’s first law of motion,牛顿第一运动定律,"n.动作；移动；手势；请求；意向；议案
v.运动；打手势
","1. Newton’s first law of motion
牛顿第一运动定律
"
station,I want to get off at the next station.,我要在下一站下车。,"n.车站；驻地；地位；身份
v.配置；安置；驻扎
","1. I want to get off at the next station.
我要在下一站下车。
2. Grand Central Station
中央火车站
3. Is there a waiting room in the station?
车站里有候车室吗？
4. the city bus station
市内公共汽车站
"
massacre,The army massacred more than 150 unarmed civilians.,军队屠杀了150多名手无寸铁的平民。,"v.残杀；彻底击败
n.大屠杀；惨败
","1. The army massacred more than 150 unarmed civilians.
军队屠杀了150多名手无寸铁的平民。
2. Tens of thousands of dolphins and small whales are brutally massacred every year.
每年有数万条海豚和小鲸鱼惨遭杀戮。
"
tremble,His lip started to tremble and then he started to cry.,他的嘴唇开始颤抖，接着就哭了起来。,"v.发抖；战栗；焦虑；摇晃
n.颤抖；战栗；摇晃
","1. His lip started to tremble and then he started to cry.
他的嘴唇开始颤抖，接着就哭了起来。
2. I will never forget the look on the patient's face, the tremble in his hand.
我将永远不会忘记那病人脸上的表情和他颤抖的手。
"
hinder,His career has been hindered by injury.,由于受伤，他的事业受到了阻碍。,"v.成为阻碍
adj.后面的
n.(Hinder)人名；(芬)欣德
","1. His career has been hindered by injury.
由于受伤，他的事业受到了阻碍。
2. policies that will hinder rather than help families
对家庭有害无益的政策
3. the hinder parts

"
village,a little fishing village,一座小渔村,"n.村庄；村民；（动物的）群落
","1. a little fishing village
一座小渔村
"
elect,...the date when the president-elect takes office.,…总统当选人的就职日。,"adj.选出的；当选的；卓越的
n.被选的人；特殊阶层；上帝的选民
v.选举；选择；推选
","1. ...the date when the president-elect takes office.
…总统当选人的就职日。
"
rot,the smell of rot,腐烂的气味,"n.腐烂；腐败；腐坏
v.腐烂；腐败；堕落
int.（表示厌恶、蔑视、烦恼等）胡说；糟了
","1. the smell of rot
腐烂的气味
2. wood that is soft with rot
腐烂变软的木头
"
preparation,This dish is good for dinner parties because much of the preparation can be done ahead of time.,这道菜适合宴会，因为很多准备工作可以事先做好。,"n.预备；准备
","1. This dish is good for dinner parties because much of the preparation can be done ahead of time.
这道菜适合宴会，因为很多准备工作可以事先做好。
2. Plans for the new school are now in preparation .
新学校的设计图正在绘制中。
3. a course in food service and food preparation
餐饮服务和备菜课程
"
concession,The British were not prepared to make any concessions .,英国人没有打算作出让步。,"n.让步；特许（权）；承认；退位
","1. The British were not prepared to make any concessions .
英国人没有打算作出让步。
"
trivial,a trivial sum,一笔极小的金额,"adj.不重要的，琐碎的；琐细的
","1. a trivial sum
一笔极小的金额
"
foster,The bishop helped foster the sense of a community embracing all classes.,主教鼓励一种包容各个阶层的社区精神。,"v.培养；养育，抚育；抱（希望等）
adj.收养的，养育的
n.(Foster)人名；(英、捷、意、葡、法、德、俄、西)福斯特
","1. The bishop helped foster the sense of a community embracing all classes.
主教鼓励一种包容各个阶层的社区精神。
2. Little Jack was placed with foster parents.
小杰克被安置在养父母家。
"
dirt,You should have seen the dirt on that car!,你没看见那车上沾了多少泥！,"n.污垢，泥土；灰尘，尘土；下流话
","1. You should have seen the dirt on that car!
你没看见那车上沾了多少泥！
2. His face and hands were black with dirt.
他的脸和手黑乎乎的，全是泥。
3. a patch of grass, covered in dog dirt
满是狗屎的一小片草地
"
uphold,,,"v.支撑；鼓励；赞成；举起
",
organism,All living organisms have to adapt to changes in environmental conditions.,一切生物都要适应环境条件的变化。,"n.有机体；生物体；微生物
","1. All living organisms have to adapt to changes in environmental conditions.
一切生物都要适应环境条件的变化。
2. Genes operate together in determining the characteristics of an individual organism.
基因的共同作用决定生物个体的特性。
"
groan,The kids all groaned when I switched off the TV.,我关掉电视时，孩子们都发出不满的抱怨声。,"v.呻吟；抱怨；发吱嘎声
n.呻吟；叹息；吱嘎声
","1. The kids all groaned when I switched off the TV.
我关掉电视时，孩子们都发出不满的抱怨声。
2. Richard’s jokes make you groan rather than laugh.
理查德的笑话让你哭笑不得。
"
herd,You have to be an individual; it’s no use running with the herd.,你必须特立独行，随大溜没有用处。,"n.兽群，畜群；放牧人
v.成群，聚在一起
","1. You have to be an individual; it’s no use running with the herd.
你必须特立独行，随大溜没有用处。
"
polish,An occasional polish will keep wall tiles looking good.,偶尔擦拭一下能使墙砖保持美观。,"n.磨光，擦亮；擦亮剂；优雅，精良
v.擦亮，变光滑
adj.波兰的
","1. An occasional polish will keep wall tiles looking good.
偶尔擦拭一下能使墙砖保持美观。
"
documentary,documentary films,纪录影片,"adj.记录的；文件的；记实的
n.纪录片
","1. documentary films
纪录影片
"
